1,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=1&DbCode=CCND&dbname=CCNDLAST2011&filename=JJSB201107110072,领投美团网B轮融资阿里巴巴杀入团购
2,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=2&DbCode=CCND&dbname=CCNDLAST2015&filename=RMYD201502060050,阿里巴巴及其淘宝网“假货”之外不得不说的问题
3,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=3&DbCode=CCND&dbname=CCNDLAST2012&filename=JLBR20120228B031,解密马云阿里巴巴私有化大戏
4,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=4&DbCode=CCND&dbname=CCND2010&filename=GJCD20100920B042,阿里巴巴离职高管践行马云“后危机”时代创业论
5,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=5&DbCode=CCND&dbname=CCND0911&filename=BJXD200902030050,“点子变现”网站能否趁危而火？
6,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=6&DbCode=CCND&dbname=CCNDLAST2015&filename=JFRB20151019T020,阿里巴巴前高级副总裁：成功的秘密，藏在那些失败里
7,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=7&DbCode=CCND&dbname=CCNDLAST2012&filename=XJGC201202270200,阿里巴巴私有化暗战Yahoo!
8,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=8&DbCode=CCND&dbname=CCNDLAST2017&filename=SJBD201705220031,阿里健康启动收购阿里巴巴旗下38亿保健食品业务
9,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=9&DbCode=CCND&dbname=CCNDLAST2015&filename=CFZB201507220020,阿里巴巴美国征途遭遇拦路虎
10,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=10&DbCode=CCND&dbname=CCND0911&filename=RMRH200905210010,"不做电子商务,五年后会后悔"
11,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=11&DbCode=CCND&dbname=CCNDLAST2011&filename=DLRB20101211A024,“大连网商”整体品牌登录阿里巴巴
12,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=12&DbCode=CCND&dbname=CCNDLAST2013&filename=DGRB20121017A082,外贸电商在新兴国家大行其道
13,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=13&DbCode=CCND&dbname=CCND0911&filename=JSKJ20090420A091,江苏携手阿里巴巴引领企业共渡时艰
14,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=14&DbCode=CCND&dbname=CCNDLAST2011&filename=HZRB20110804A022,让外贸小企业一步跨越中间环节
15,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=15&DbCode=CCND&dbname=CCNDLAST2011&filename=BJXD20110608C010,腾讯百度“围剿”阿里巴巴
16,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=16&DbCode=CCND&dbname=CCNDHIS&filename=JSJB200904200200,阿里巴巴的海外棋局
17,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=17&DbCode=CCND&dbname=CCND2008&filename=SJBD200805080221,分散海外投资抵消次贷危机阿里巴巴一季业绩再暴涨
18,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=18&DbCode=CCND&dbname=CCNDHIS&filename=BJXD20091202B022,新模式助阿里巴巴布局全球市场
19,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=19&DbCode=CCND&dbname=CCNDLAST2014&filename=FZRB201409230103,阿里巴巴上市将面临更强监管
20,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=20&DbCode=CCND&dbname=CCNDLAST2011&filename=DGRB20100610A061,东莞牵手阿里巴巴一年699家莞企尝到甜头
21,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=21&DbCode=CCND&dbname=CCNDLAST2012&filename=DGRB20111229A130,阿里巴巴制“标”声声急东莞团购市场心慌慌
22,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=22&DbCode=CCND&dbname=CCNDHIS&filename=HZRB20091111A080,初创企业：有资金才能春暖花开
23,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=23&DbCode=CCND&dbname=CCNDLAST2014&filename=CDZB201410210090,国产智能手机操作系统必须野蛮生长
24,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=24&DbCode=CCND&dbname=CCNDLAST2011&filename=DGRB20090619A040,阿里巴巴“东莞专区”昨上线
25,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=25&DbCode=CCND&dbname=CCNDHIS&filename=CJRB20090513C030,“内外兼修”首届网货交易会打通电子商务生态链
26,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=26&DbCode=CCND&dbname=CCNDLAST2012&filename=ZHGS201203080070,浅淡阿里巴巴退市与企业对股东的信托责任
27,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=27&DbCode=CCND&dbname=CCNDLAST2015&filename=CJCB201412110020,华测：建材检测界的“阿里巴巴”
28,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=28&DbCode=CCND&dbname=CCND0911&filename=MYJJ200902070041,寒冬悟道者
29,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=29&DbCode=CCND&dbname=CCNDLAST2015&filename=ZSRB201510020020,拟建阿里巴巴1688沙溪服装馆
30,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=30&DbCode=CCND&dbname=CCND2008&filename=MYJJ200807240131,阿里巴巴创新金融合作模式
31,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=31&DbCode=CCND&dbname=CCNDHIS&filename=ZHGS200901070011,浙商:行动是驱赶寒冬的最佳方式
32,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=32&DbCode=CCND&dbname=CCNDLAST2016&filename=HJRB201608290030,肇源“鲶鱼沟”碱地大米借势登高
33,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=33&DbCode=CCND&dbname=CCNDLAST2015&filename=JRSB201503200090,金融文化的创新与引领
34,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=34&DbCode=CCND&dbname=CCND2008&filename=ZHGS200810150052,阿里巴巴备现金伴中小企业“过冬”
35,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=35&DbCode=CCND&dbname=CCNDLAST2011&filename=DQRB201103250012,让科技给力经济转型
36,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=36&DbCode=CCND&dbname=CCND2008&filename=GJCD20080121C085,美次贷危机拖累“新科股王”阿里巴巴后市看涨
37,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=37&DbCode=CCND&dbname=CCNDLAST2011&filename=TXXX20080709B141,刘兴亮：B2B利润下滑阿里巴巴进军风投业
38,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=38&DbCode=CCND&dbname=CCND2010&filename=DLRB20100911A020,大连物流“洼地”大有可为
39,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=39&DbCode=CCND&dbname=CCNDLAST2012&filename=DNJY20120319A011,挥泪斩马谡阿里巴巴整风行动新高潮
40,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=40&DbCode=CCND&dbname=CCNDLAST2011&filename=JJSD201112010051,河南女裤竞争力渐显阿里巴巴携欧尚等国际巨头来豫采购
41,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=41&DbCode=CCND&dbname=CCNDLAST2013&filename=ZGJY20130520C051,后马云时代：陆兆禧的“危与机”
42,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=42&DbCode=CCND&dbname=CCNDLAST2011&filename=TXXX20100616A160,阿里巴巴成立电子商务贷款公司马云关注中小企业淘金需求
43,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=43&DbCode=CCND&dbname=CCND2008&filename=DYCJ20081126C060,阿里巴巴祭出过冬组合拳
44,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=44&DbCode=CCND&dbname=CCNDLAST2011&filename=JSJB20081027A180,联想、英特尔、阿里巴巴三方共助SMB市场过冬
45,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=45&DbCode=CCND&dbname=CCNDHIS&filename=TXXX20090826B111,天下网商：阿里巴巴成就了我们
46,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=46&DbCode=CCND&dbname=CCNDHIS&filename=JFRB200911200150,民营快递排头兵敲开阿里巴巴门
47,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=47&DbCode=CCND&dbname=CCNDHIS&filename=JSJW200909280120,马云的下一个10年狂想
48,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=48&DbCode=CCND&dbname=CCNDLAST2013&filename=JSJW201308190040,阿里巴巴在广告的路上越跑越远
49,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=49&DbCode=CCND&dbname=CCND2008&filename=GMRB200803260121,"马云：阿里巴巴,芝麻开门"
50,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=50&DbCode=CCND&dbname=CCNDHIS&filename=CDRB20090914A100,淘宝有望在蓉设创业园
51,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=51&DbCode=CCND&dbname=CCNDLAST2012&filename=BJXD20100630B040,中国电子商务首现海外并购
52,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=52&DbCode=CCND&dbname=CCNDLAST2011&filename=JSJB20080811A081,电子商务并非包治百病良药阿里巴巴高调助力中小企业过冬
53,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=53&DbCode=CCND&dbname=CCND2008&filename=JJSB200804090111,试水人才招聘阿里巴巴向淘金者“卖水”
54,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=54&DbCode=CCND&dbname=CCNDHIS&filename=SWSB200907250181,阿里巴巴封杀商机网B2B企业暗战升级
55,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=55&DbCode=CCND&dbname=CCND2008&filename=JJSB200810220021,阿里巴巴启动“援冬”计划
56,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=56&DbCode=CCND&dbname=CCND2010&filename=BJXD20100728B041,阿里巴巴6.88亿推中小企业公益计划
57,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=57&DbCode=CCND&dbname=CCNDLAST2011&filename=DYCJ20110318B025,阿里巴巴拟为受欺诈买家补偿损失
58,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=58&DbCode=CCND&dbname=CCND0911&filename=JFRB200903180100,东航邀请阿里巴巴意在何为
59,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=59&DbCode=CCND&dbname=CCND2008&filename=TZBR200812300015,我市外贸出口增添新渠道
60,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=60&DbCode=CCND&dbname=CCNDHIS&filename=ZHGS200904100022,“苏南模式”借力电子商务突围
61,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=61&DbCode=CCND&dbname=CCND2008&filename=MYJJ200803270131,“完美”财报阿里巴巴股价不升反降
62,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=4&CurRec=62&DbCode=CCND&dbname=CCND0005&filename=HNJJ200209030031,观念之变，唱响“芝麻开门”
1,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=1&DbCode=CCND&dbname=CCNDLAST2011&filename=JJSB201107110072,领投美团网B轮融资阿里巴巴杀入团购
2,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=2&DbCode=CCND&dbname=CCNDLAST2015&filename=RMYD201502060050,阿里巴巴及其淘宝网“假货”之外不得不说的问题
3,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=3&DbCode=CCND&dbname=CCNDLAST2012&filename=JLBR20120228B031,解密马云阿里巴巴私有化大戏
4,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=4&DbCode=CCND&dbname=CCND2010&filename=GJCD20100920B042,阿里巴巴离职高管践行马云“后危机”时代创业论
5,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=5&DbCode=CCND&dbname=CCND0911&filename=BJXD200902030050,“点子变现”网站能否趁危而火？
6,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=6&DbCode=CCND&dbname=CCNDLAST2015&filename=JFRB20151019T020,阿里巴巴前高级副总裁：成功的秘密，藏在那些失败里
7,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=7&DbCode=CCND&dbname=CCNDLAST2017&filename=SJBD201705220031,阿里健康启动收购阿里巴巴旗下38亿保健食品业务
8,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=8&DbCode=CCND&dbname=CCNDLAST2012&filename=XJGC201202270200,阿里巴巴私有化暗战Yahoo!
9,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=9&DbCode=CCND&dbname=CCNDLAST2015&filename=CFZB201507220020,阿里巴巴美国征途遭遇拦路虎
10,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=10&DbCode=CCND&dbname=CCND0911&filename=RMRH200905210010,"不做电子商务,五年后会后悔"
11,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=11&DbCode=CCND&dbname=CCNDLAST2011&filename=DLRB20101211A024,“大连网商”整体品牌登录阿里巴巴
12,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=12&DbCode=CCND&dbname=CCNDLAST2013&filename=DGRB20121017A082,外贸电商在新兴国家大行其道
13,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=13&DbCode=CCND&dbname=CCND0911&filename=JSKJ20090420A091,江苏携手阿里巴巴引领企业共渡时艰
14,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=14&DbCode=CCND&dbname=CCNDHIS&filename=JSJB200904200200,阿里巴巴的海外棋局
15,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=15&DbCode=CCND&dbname=CCND2008&filename=SJBD200805080221,分散海外投资抵消次贷危机阿里巴巴一季业绩再暴涨
16,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=16&DbCode=CCND&dbname=CCNDLAST2011&filename=HZRB20110804A022,让外贸小企业一步跨越中间环节
17,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=17&DbCode=CCND&dbname=CCNDHIS&filename=BJXD20091202B022,新模式助阿里巴巴布局全球市场
18,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=18&DbCode=CCND&dbname=CCNDLAST2011&filename=BJXD20110608C010,腾讯百度“围剿”阿里巴巴
19,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=19&DbCode=CCND&dbname=CCNDLAST2014&filename=FZRB201409230103,阿里巴巴上市将面临更强监管
20,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=20&DbCode=CCND&dbname=CCNDLAST2011&filename=DGRB20100610A061,东莞牵手阿里巴巴一年699家莞企尝到甜头
21,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=21&DbCode=CCND&dbname=CCNDHIS&filename=HZRB20091111A080,初创企业：有资金才能春暖花开
22,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=22&DbCode=CCND&dbname=CCNDLAST2012&filename=DGRB20111229A130,阿里巴巴制“标”声声急东莞团购市场心慌慌
23,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=23&DbCode=CCND&dbname=CCNDLAST2014&filename=CDZB201410210090,国产智能手机操作系统必须野蛮生长
24,http://kns.cnki.net/KCMS/detail/detail.aspx?QueryID=3&CurRec=24&DbCode=CCND&dbname=CCNDHIS&filename=CJRB20090513C030,“内外兼修”首届网货交易会打通电子商务生态链
